796,2013-12-24 17:26:22,mobile
628,2013-12-24 17:29:40,mobile
31,2013-12-24 17:35:27,mobile
519,2013-12-24 17:40:15,mobile
861,2013-12-24 17:44:11,mobile
421,2013-12-24 17:51:58,mobile
649,2013-12-24 17:55:33,web
295,2013-12-24 18:01:00,web
525,2013-12-24 18:02:43,mobile
588,2013-12-24 18:03:23,web
833,2013-12-24 18:10:13,mobile
599,2013-12-24 18:12:03,mobile
113,2013-12-24 18:14:30,mobile
246,2013-12-24 18:14:30,web
182,2013-12-24 18:16:52,mobile
505,2013-12-24 18:18:46,web
196,2013-12-24 18:21:40,mobile
324,2013-12-24 18:23:59,mobile
693,2013-12-24 18:28:01,mobile
100,2013-12-24 18:29:23,web
253,2013-12-24 18:30:16,mobile
288,2013-12-24 18:38:21,mobile
44,2013-12-24 18:38:52,web
151,2013-12-24 18:39:50,mobile
819,2013-12-24 18:45:57,mobile
328,2013-12-24 18:46:25,mobile
421,2013-12-24 18:53:05,mobile
979,2013-12-24 18:53:39,web
75,2013-12-24 19:01:05,mobile
686,2013-12-24 19:16:06,mobile
345,2013-12-24 19:16:33,web
573,2013-12-24 19:22:24,web
848,2013-12-24 19:24:10,mobile
21,2013-12-24 19:28:53,mobile
667,2013-12-24 19:34:15,web
841,2013-12-24 19:35:02,mobile
638,2013-12-24 19:40:21,web
210,2013-12-24 19:45:19,mobile
361,2013-12-24 19:45:50,mobile
963,2013-12-24 20:00:21,mobile
785,2013-12-24 20:02:39,mobile
841,2013-12-24 20:02:43,web
199,2013-12-24 20:06:48,web
555,2013-12-24 20:12:07,mobile
511,2013-12-24 20:15:18,mobile
403,2013-12-24 20:19:59,mobile
906,2013-12-24 20:21:40,web
266,2013-12-24 20:21:54,mobile
182,2013-12-24 20:26:43,mobile
56,2013-12-24 20:36:41,mobile
808,2013-12-24 20:38:03,mobile
703,2013-12-24 20:44:16,web
830,2013-12-24 20:44:23,mobile
925,2013-12-24 20:45:44,mobile
51,2013-12-24 20:53:38,mobile
908,2013-12-24 20:56:52,mobile
757,2013-12-24 20:57:58,mobile
136,2013-12-24 21:01:09,mobile
259,2013-12-24 21:03:38,web
973,2013-12-24 21:14:09,mobile
340,2013-12-24 21:21:39,mobile
335,2013-12-24 21:29:35,web
937,2013-12-24 21:30:22,mobile
82,2013-12-24 21:36:41,mobile
114,2013-12-24 21:38:00,mobile
395,2013-12-24 21:45:40,web
8,2013-12-24 21:45:52,mobile
842,2013-12-24 21:51:35,mobile
668,2013-12-24 21:52:09,mobile
749,2013-12-24 21:55:39,mobile
963,2013-12-24 21:57:34,mobile
502,2013-12-24 22:01:48,mobile
216,2013-12-24 22:11:42,mobile
587,2013-12-24 22:12:02,mobile
941,2013-12-24 22:24:30,web
608,2013-12-24 22:41:28,mobile
182,2013-12-24 22:42:11,mobile
959,2013-12-24 22:44:48,mobile
991,2013-12-24 22:52:27,mobile
882,2013-12-24 23:01:30,mobile
599,2013-12-24 23:03:17,mobile
833,2013-12-24 23:23:10,mobile
994,2013-12-24 23:34:29,web
614,2013-12-24 23:46:35,mobile
908,2013-12-24 23:49:43,mobile
51,2013-12-24 23:51:46,web
578,2013-12-25 00:00:29,mobile
653,2013-12-25 00:02:02,mobile
700,2013-12-25 00:04:32,web
372,2013-12-25 00:05:26,mobile
614,2013-12-25 00:12:30,web
221,2013-12-25 00:13:28,mobile
960,2013-12-25 00:14:30,mobile
323,2013-12-25 00:17:48,mobile
978,2013-12-25 00:19:39,mobile
661,2013-12-25 00:26:50,mobile
532,2013-12-25 00:41:28,web
925,2013-12-25 00:44:37,mobile
48,2013-12-25 00:45:28,mobile
907,2013-12-25 00:51:02,mobile
156,2013-12-25 01:08:37,mobile
597,2013-12-25 01:10:14,mobile
861,2013-12-25 01:11:43,mobile
846,2013-12-25 01:12:35,web
51,2013-12-25 01:16:42,mobile
735,2013-12-25 01:27:44,mobile
454,2013-12-25 01:28:28,mobile
422,2013-12-25 01:28:31,mobile
745,2013-12-25 01:30:02,mobile
568,2013-12-25 01:31:46,web
626,2013-12-25 01:35:42,web
353,2013-12-25 01:46:40,web
127,2013-12-25 01:49:11,mobile
317,2013-12-25 01:50:18,mobile
908,2013-12-25 01:57:03,mobile
577,2013-12-25 01:58:23,mobile
532,2013-12-25 01:59:57,mobile
51,2013-12-25 02:01:35,mobile
510,2013-12-25 02:03:22,mobile
152,2013-12-25 02:05:56,mobile
177,2013-12-25 02:07:06,mobile
467,2013-12-25 02:10:08,mobile
966,2013-12-25 02:16:15,web
898,2013-12-25 02:16:46,mobile
75,2013-12-25 02:23:19,mobile
664,2013-12-25 02:33:24,mobile
404,2013-12-25 02:39:43,mobile
689,2013-12-25 02:40:42,mobile
527,2013-12-25 03:10:59,mobile
145,2013-12-25 03:13:11,mobile
71,2013-12-25 03:17:25,mobile
693,2013-12-25 03:18:07,mobile
