11.165295,2.237965612,0
5.806392289,0.34650175,1
4.507790987,0.024210744,1
-2.631455851,0.465100994,0
5.844748433,0.476346176,1
10.23412214,1.738448814,0
-5.382474464,0.045955224,0
6.276350029,0.442956261,1
11.74833473,2.073615529,0
-0.358819248,0.70979786,0
5.010582624,0.517259355,1
4.821508458,-0.573215556,1
4.938956647,-1.118406431,1
5.644420514,-0.171709048,1
3.405738139,0.927516208,0
12.60819488,2.520807634,0
3.912754739,0.305600172,1
5.287758716,-0.224189833,1
4.600096405,0.617844751,1
0.708454456,1.01813761,0
4.316415407,0.413678808,1
-17.72015802,-1.232386115,0
6.510765006,0.467705215,1
5.415138563,-1.151544245,1
4.638597245,0.210542456,1
-3.508669684,0.457658072,0
5.880357777,-0.414178266,1
4.368973151,0.249817316,1
5.946844916,0.835943957,1
-0.982886193,0.747152592,0
-12.00259204,-0.408992338,0
6.732357522,-0.143126418,1
-19.56337323,-1.421924549,0
-15.35424689,-1.16727845,0
4.428027237,0.52184949,1
-13.07739361,-1.300951452,0
-11.89423555,-0.889420734,0
-5.650846626,-0.055671035,0
-15.98174987,-1.481259201,0
-10.04057545,-0.281430121,0
4.520970861,2.233270814,1
4.934346425,-0.995596299,1
-22.09378296,-1.693675041,0
5.172312721,0.816132361,0
5.653818687,-0.239981735,1
-11.7985271,-0.6346525,0
-13.5848493,-0.75483059,0
5.578212953,1.450733544,0
8.325446334,1.212283406,0
-2.994786885,0.303648465,0
4.832349302,-0.813912008,1
-15.37053103,-1.781151298,0
3.442472747,1.443881103,1
-10.07173151,-0.487132646,0
3.569277112,0.877152812,0
5.544645285,-0.646356586,1
6.172369389,-1.065032619,1
-3.151633959,-0.016945318,0
4.798090982,-0.638510555,1
-10.30546006,-0.846468617,0
5.409390622,0.499618044,1
-12.92079032,-0.747905787,0
-18.20892719,-1.599698504,0
-7.663149474,-0.407519165,0
4.410112376,1.147202082,1
4.503679176,0.956261857,1
5.618557149,-1.03849524,1
5.95571777,-0.034702101,1
7.985776657,1.40216662,0
-0.724866983,0.630296477,0
-9.428478826,-0.375620844,0
4.64579084,0.10134479,1
5.654754709,-0.70609387,1
2.627978396,0.498523624,1
4.425322248,0.906889468,1
-7.618398559,-0.368409531,0
10.79454941,1.639954066,0
3.478332058,1.465204884,0
-19.71648666,-2.249118128,0
5.103523353,0.548567837,1
-24.15868372,-2.335621821,0
4.630529773,0.910110564,1
5.471248296,-0.510256056,1
4.761055179,1.46309548,0
4.033916244,-0.059351981,1
4.410690334,-1.264083343,1
-11.46996226,-0.812624761,0
6.874687783,0.036542641,1
-16.54539448,-1.75374086,0
4.911110831,-1.279623182,1
5.986288631,-0.301005128,1
5.723839677,1.222170557,1
6.153384189,0.726953261,0
0.589856103,0.606870319,0
1.395209494,0.498329215,0
5.183523365,0.390420608,1
4.800337647,-0.567051168,1
3.841170853,-2.386697744,1
4.583809488,0.287403645,1
