-4.951807387231852431e+00,-9.383244866604305290e-02,0.000000000000000000e+00
-5.125155432112641130e+00,2.237965611736269622e+00,0.000000000000000000e+00
5.806392288951283120e+00,3.465017504759861922e-01,1.000000000000000000e+00
4.507790986655120236e+00,2.421074438612554752e-02,1.000000000000000000e+00
-5.017984588670838519e+00,4.651009937136951766e-01,0.000000000000000000e+00
5.844748433268763144e+00,4.763461763468124222e-01,1.000000000000000000e+00
-5.015528819713879649e+00,1.738448814237679718e+00,0.000000000000000000e+00
-4.966466344275566769e+00,4.595522410229037347e-02,0.000000000000000000e+00
6.276350029135812747e+00,4.429562608639358579e-01,1.000000000000000000e+00
-5.009349964609732808e+00,2.073615528656759466e+00,0.000000000000000000e+00
-4.955452902659443382e+00,7.097978597938108258e-01,0.000000000000000000e+00
5.010582624120281103e+00,5.172593547162142036e-01,1.000000000000000000e+00
4.821508457521009205e+00,-5.732155560138283423e-01,1.000000000000000000e+00
4.938956647023290181e+00,-1.118406431281371738e+00,1.000000000000000000e+00
5.644420514273297940e+00,-1.717090484392947702e-01,1.000000000000000000e+00
-5.001107325993350727e+00,9.275162079169716467e-01,0.000000000000000000e+00
-4.717135050673086027e+00,2.520807634154991650e+00,0.000000000000000000e+00
3.912754738968106327e+00,3.056001722083279137e-01,1.000000000000000000e+00
5.287758716387461533e+00,-2.241898325725227015e-01,1.000000000000000000e+00
4.600096405017348289e+00,6.178447508392777010e-01,1.000000000000000000e+00
-5.045060902589660223e+00,1.018137609564609081e+00,0.000000000000000000e+00
4.316415406743453254e+00,4.136788083431161556e-01,1.000000000000000000e+00
-5.162523252475589075e+00,-1.232386114803273536e+00,0.000000000000000000e+00
6.510765005939754602e+00,4.677052146287662970e-01,1.000000000000000000e+00
5.415138563013269568e+00,-1.151544245275433642e+00,1.000000000000000000e+00
4.638597245310254635e+00,2.105424560282890267e-01,1.000000000000000000e+00
-5.297577214635868614e+00,4.576580715863195481e-01,0.000000000000000000e+00
5.880357777113458084e+00,-4.141782655879029940e-01,1.000000000000000000e+00
4.368973150854021270e+00,2.498173159212201677e-01,1.000000000000000000e+00
5.946844916447889595e+00,8.359439567722043440e-01,1.000000000000000000e+00
-4.964668702182994942e+00,7.471525922096975414e-01,0.000000000000000000e+00
