579,2013-11-20 03:20:06,mobile
823,2013-11-20 03:20:49,web
953,2013-11-20 03:28:49,web
612,2013-11-20 03:36:55,web
269,2013-11-20 03:43:13,web
799,2013-11-20 03:56:55,web
890,2013-11-20 04:02:33,mobile
330,2013-11-20 04:54:59,mobile
628,2013-11-20 04:57:22,mobile
398,2013-11-20 05:03:19,mobile
482,2013-11-20 05:04:43,mobile
581,2013-11-20 05:12:03,mobile
370,2013-11-20 05:26:46,mobile
230,2013-11-20 05:28:29,web
596,2013-11-20 05:28:36,web
274,2013-11-20 05:43:08,mobile
581,2013-11-20 05:47:10,web
417,2013-11-20 05:54:37,mobile
185,2013-11-20 05:56:22,mobile
371,2013-11-20 05:58:35,mobile
133,2013-11-20 05:59:07,web
621,2013-11-20 06:01:46,web
306,2013-11-20 06:03:23,mobile
509,2013-11-20 06:04:43,web
505,2013-11-20 06:09:52,web
678,2013-11-20 06:34:18,web
889,2013-11-20 06:36:32,mobile
202,2013-11-20 06:43:33,mobile
614,2013-11-20 06:47:55,mobile
882,2013-11-20 06:49:00,mobile
513,2013-11-20 07:05:54,mobile
519,2013-11-20 07:12:53,mobile
965,2013-11-20 07:15:29,web
815,2013-11-20 07:17:37,mobile
86,2013-11-20 07:29:42,mobile
802,2013-11-20 07:32:20,mobile
446,2013-11-20 07:45:09,web
100,2013-11-20 07:45:25,mobile
23,2013-11-20 07:51:20,web
275,2013-11-20 07:56:07,mobile
567,2013-11-20 08:00:15,mobile
587,2013-11-20 08:01:02,web
324,2013-11-20 08:02:30,mobile
551,2013-11-20 08:02:35,web
628,2013-11-20 08:03:20,mobile
175,2013-11-20 08:11:02,web
352,2013-11-20 08:15:24,web
552,2013-11-20 08:25:33,mobile
703,2013-11-20 08:26:49,mobile
5,2013-11-20 08:30:31,web
425,2013-11-20 08:35:03,mobile
416,2013-11-20 08:39:27,mobile
266,2013-11-20 08:41:43,mobile
90,2013-11-20 08:48:07,mobile
332,2013-11-20 08:53:23,mobile
621,2013-11-20 08:55:54,mobile
318,2013-11-20 08:56:53,mobile
275,2013-11-20 08:58:01,mobile
23,2013-11-20 09:14:55,web
772,2013-11-20 09:26:57,mobile
816,2013-11-20 09:37:58,web
731,2013-11-20 09:39:31,mobile
816,2013-11-20 09:41:39,web
621,2013-11-20 09:43:18,web
354,2013-11-20 09:50:05,web
599,2013-11-20 09:55:44,mobile
5,2013-11-20 10:03:52,mobile
652,2013-11-20 10:07:40,web
448,2013-11-20 10:08:05,web
938,2013-11-20 10:08:39,mobile
778,2013-11-20 10:10:59,mobile
43,2013-11-20 10:24:47,mobile
712,2013-11-20 10:26:56,mobile
272,2013-11-20 10:37:22,web
10,2013-11-20 10:38:54,mobile
842,2013-11-20 10:42:58,mobile
300,2013-11-20 10:44:09,mobile
495,2013-11-20 10:49:01,web
161,2013-11-20 10:49:56,web
353,2013-11-20 10:58:26,mobile
142,2013-11-20 11:16:16,mobile
989,2013-11-20 11:17:17,mobile
233,2013-11-20 11:21:31,web
607,2013-11-20 11:25:46,web
873,2013-11-20 11:27:39,mobile
158,2013-11-20 11:38:22,web
215,2013-11-20 11:43:27,mobile
205,2013-11-20 12:03:21,mobile
51,2013-11-20 12:05:30,mobile
927,2013-11-20 12:06:04,mobile
173,2013-11-20 12:08:10,mobile
128,2013-11-20 12:16:21,mobile
114,2013-11-20 12:23:12,web
479,2013-11-20 12:29:52,mobile
764,2013-11-20 12:31:23,mobile
16,2013-11-20 12:44:37,mobile
267,2013-11-20 12:44:45,mobile
882,2013-11-20 12:45:11,mobile
975,2013-11-20 12:46:48,mobile
37,2013-11-20 12:48:04,mobile
210,2013-11-20 12:48:55,mobile
533,2013-11-20 12:58:28,web
318,2013-11-20 12:58:36,mobile
91,2013-11-20 13:04:08,mobile
125,2013-11-20 13:04:14,mobile
37,2013-11-20 13:06:40,web
398,2013-11-20 13:09:27,mobile
98,2013-11-20 13:13:11,mobile
108,2013-11-20 13:18:44,mobile
398,2013-11-20 13:23:11,mobile
645,2013-11-20 13:27:59,mobile
934,2013-11-20 13:29:27,web
381,2013-11-20 13:41:47,mobile
951,2013-11-20 13:43:12,web
720,2013-11-20 13:49:53,mobile
221,2013-11-20 13:52:02,mobile
777,2013-11-20 14:00:00,mobile
262,2013-11-20 14:07:26,mobile
562,2013-11-20 14:16:43,web
173,2013-11-20 14:26:03,mobile
461,2013-11-20 14:28:02,mobile
108,2013-11-20 14:32:23,mobile
577,2013-11-20 14:37:10,mobile
515,2013-11-20 14:37:36,mobile
353,2013-11-20 14:40:18,mobile
136,2013-11-20 14:40:59,mobile
785,2013-11-20 14:46:03,mobile
551,2013-11-20 14:46:10,web
13,2013-11-20 14:48:30,web
334,2013-11-20 14:51:39,web
761,2013-11-20 14:52:42,mobile
444,2013-11-20 14:53:18,web
583,2013-11-20 14:59:11,mobile
179,2013-11-20 14:59:20,web
747,2013-11-20 15:02:54,web
600,2013-11-20 15:09:11,web
650,2013-11-20 15:10:20,mobile
305,2013-11-20 15:15:37,mobile
515,2013-11-20 15:22:23,mobile
527,2013-11-20 15:23:16,mobile
264,2013-11-20 15:26:53,web
890,2013-11-20 15:30:57,mobile
700,2013-11-20 15:39:12,web
413,2013-11-20 15:40:12,web
562,2013-11-20 15:40:52,mobile
592,2013-11-20 15:43:11,web
579,2013-11-20 15:43:47,mobile
221,2013-11-20 15:48:44,web
573,2013-11-20 15:49:53,web
826,2013-11-20 16:05:58,mobile
652,2013-11-20 16:11:32,mobile
132,2013-11-20 16:18:22,mobile
784,2013-11-20 16:18:40,web
231,2013-11-20 16:22:30,mobile
330,2013-11-20 16:29:01,mobile
664,2013-11-20 16:35:44,mobile
825,2013-11-20 16:37:51,mobile
375,2013-11-20 16:45:46,web
895,2013-11-20 16:50:30,web
152,2013-11-20 16:54:28,web
11,2013-11-20 17:07:00,mobile
979,2013-11-20 17:14:11,web
104,2013-11-20 17:22:14,web
792,2013-11-20 17:36:34,web
847,2013-11-20 17:40:20,web
617,2013-11-20 17:44:16,web
361,2013-11-20 17:46:39,web
423,2013-11-20 17:47:40,mobile
885,2013-11-20 17:52:05,mobile
946,2013-11-20 18:03:13,mobile
700,2013-11-20 18:04:13,mobile
222,2013-11-20 18:10:07,mobile
661,2013-11-20 18:11:46,web
269,2013-11-20 18:17:10,mobile
333,2013-11-20 18:18:20,web
203,2013-11-20 18:22:14,mobile
851,2013-11-20 18:26:32,web
213,2013-11-20 18:27:59,mobile
83,2013-11-20 18:31:11,web
646,2013-11-20 18:36:22,web
585,2013-11-20 18:38:17,web
283,2013-11-20 18:52:33,web
176,2013-11-20 18:59:34,web
272,2013-11-20 19:01:53,mobile
8,2013-11-20 19:02:44,mobile
692,2013-11-20 19:16:16,mobile
142,2013-11-20 19:20:41,mobile
857,2013-11-20 19:21:24,mobile
990,2013-11-20 19:31:01,web
398,2013-11-20 19:33:53,web
